,antecedent,consequent,confidence,lift,support
156,CORUS CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.166970248937462,5.776980810880323,0.000531476964822
158,"LOSARTAN POTAS.MG CPR REVEST 50mg x 30, 7891721201806",HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1657754010695187,5.735640432885108,0.000958591180188
193,"LOSARTAN POTAS.MG CPR REVEST 50mg x 30, 7891721201806",HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1370320855614973,5.72221482557851,0.0007923838384619
595,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,ATENOLOL MG CPR 25mg x 30,0.020007502813555,5.69752457391665,0.0009276688840529
75,ATENOLOL MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2641717116125481,5.69752457391665,0.0009276688840529
310,HIDROCLOROTIAZI.MG CPR 25mg x 30,ATENOLOL MG CPR 25mg x 30,0.0789282543781777,5.684789942912442,0.0018901253512579
198,ATENOLOL MG CPR 25mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1361358574610245,5.684789942912441,0.0018901253512579
354,ATENOLOL MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.0645298238165994,5.502539324015786,0.0005875236265668
412,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,ATENOLOL MG CPR 25mg x 30,0.050098879367172,5.502539324015785,0.0005875236265668
81,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2538281511200267,5.474439786646284,0.0073363147580523
165,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1582260014171981,5.474439786646283,0.0073363147580523
91,"HIDROCLOROTIAZI.MG CPR 25mg x 30, 7891721201806",LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2275249722530521,5.390445800961894,0.0007923838384619
363,CLOR.METFORMINA MG CPR REVEST 850MG x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.0623581252503672,5.317355852965805,0.0009025445184432
314,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,CLOR.METFORMINA MG CPR REVEST 850MG x 30,0.0769611074489123,5.317355852965804,0.0009025445184432
173,"ARADOIS CPR REVEST 50mg x 30, 7891721201806",HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1526023244062657,5.279866954746672,0.00058365833955
587,HIDROCLOROTIAZI.MG CPR 25mg x 30,CLOR.METFORMINA MG CPR LIB PROL 500MG x 30,0.0214643931795386,5.211748055052064,0.0006203785662104
176,CLOR.METFORMINA MG CPR LIB PROL 500MG x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1506335053965274,5.211748055052063,0.0006203785662104
383,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,GLIBENCLAMIDA MG CPR 5.00MG x 30,0.0575148319050758,5.192753343799644,0.0006744925844468
370,GLIBENCLAMIDA MG CPR 5.00MG x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.0608968766358401,5.192753343799643,0.0006744925844468
178,MALEA.ENALAPRIL MG CPR 10mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1495586380832282,5.174558867860412,0.0011460576005071
473,HIDROCLOROTIAZI.MG CPR 25mg x 30,MALEA.ENALAPRIL MG CPR 10mg x 30,0.0396522902039451,5.174558867860411,0.0011460576005071
356,SAL FRUTA ENO TRAD 2ENV - GSK (FR30),SAL FRUTA ENO LARANJA 2ENV - GSK (FR30),0.0644082425288596,5.145360398137676,0.0011537881745409
273,SAL FRUTA ENO LARANJA 2ENV - GSK (FR30),SAL FRUTA ENO TRAD 2ENV - GSK (FR30),0.0921723019916628,5.145360398137676,0.0011537881745409
100,"HIDROCLOROTIAZI.MG CPR 25mg x 30, 7891721201806",LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2168780061215566,5.138201428363213,0.000958591180188
61,NOVOLIN N HM F.AMP S.C 100IU 10ML x 1 /ML,7891721201806,0.3034246575342466,5.112834430237896,0.0008561610742405
639,7891721201806,NOVOLIN N HM F.AMP S.C 100IU 10ML x 1 /ML,0.0144266779561663,5.112834430237895,0.0008561610742405
249,"LOSARTAN POTAS.MG CPR REVEST 50mg x 30, 7891721201806",SINVASTATINA MG CPR REVEST 20mg x 30,0.1023160363529756,5.086077185702256,0.0006744925844468
655,7891721201806,SINVASTATINA MG CPR REVEST 20mg x 30,0.0128635164620444,5.084734811986118,0.0007633941858352
62,SINVASTATINA MG CPR REVEST 20mg x 30,7891721201806,0.3017570664629488,5.084734811986118,0.0007633941858352
212,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1203032300593276,5.0236477376061375,0.0014108297611639
377,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.0589137277055927,5.0236477376061375,0.0014108297611639
89,CLOR.METFORMINA MG CPR REVEST 500MG x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.229557843731072,4.950989823283469,0.0007324718897001
630,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,CLOR.METFORMINA MG CPR REVEST 500MG x 30,0.0157975907632028,4.950989823283469,0.0007324718897001
381,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.0579739217652958,4.94350930180125,0.0016756019218207
186,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1428806855636124,4.94350930180125,0.0016756019218207
633,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,ATENOLOL MG CPR 25mg x 30,0.0154304029304029,4.91328717948718,0.0006513008623455
111,ATENOLOL MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2073846153846154,4.913287179487179,0.0006513008623455
258,CLOR.METFORMINA MG CPR REVEST 850MG x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.0977433569234877,4.85877165909238,0.0014146950481808
339,SINVASTATINA MG CPR REVEST 20mg x 30,CLOR.METFORMINA MG CPR REVEST 850MG x 30,0.0703237582860985,4.85877165909238,0.0014146950481808
491,EPOCLER NF AMP.OR ABACA 10ML x 60,XANTINON NF CPR REVEST x 100,0.035911247915865,4.808854390298759,0.0005411401823642
332,XANTINON NF CPR REVEST x 100,EPOCLER NF AMP.OR ABACA 10ML x 60,0.072463768115942,4.808854390298759,0.0005411401823642
220,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1141025641025641,4.764719016490464,0.0048161476230417
117,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2011137115648454,4.764719016490464,0.0048161476230417
346,"HIDROCLOROTIAZI.MG CPR 25mg x 30, LOSARTAN POTAS.MG CPR REVEST 50mg x 30",CLOR.METFORMINA MG CPR REVEST 850MG x 30,0.0687565858798735,4.750493417743284,0.0005044199557038
98,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2197562747155193,4.739594439621205,0.0052625882734922
221,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1135008961693968,4.739594439621204,0.0052625882734922
492,SINVASTATINA MG CPR REVEST 20mg x 30,MALEA.ENALAPRIL MG CPR 10mg x 30,0.0356422326832548,4.651252935275116,0.0007170107416326
268,MALEA.ENALAPRIL MG CPR 10mg x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.0935687263556116,4.651252935275116,0.0007170107416326
124,CLOR.METFORMINA MG CPR REVEST 500MG x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.196244700181708,4.649364021804967,0.0006261764967357
636,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,CLOR.METFORMINA MG CPR REVEST 500MG x 30,0.0148351648351648,4.649364021804966,0.0006261764967357
751,TAXA DE ENTREGA,NEOSORO SOL ADULTO 30ML - NEO QUIMICA,0.0054759526007613,4.599675731171312,0.0008368346391561
26,NEOSORO SOL ADULTO 30ML - NEO QUIMICA,TAXA DE ENTREGA,0.702922077922078,4.599675731171312,0.0008368346391561
657,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,NOVOLIN N HM F.AMP S.C 100IU 10ML x 1 /ML,0.0128205128205128,4.543607305936073,0.0005411401823642
126,NOVOLIN N HM F.AMP S.C 100IU 10ML x 1 /ML,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1917808219178082,4.543607305936073,0.0005411401823642
460,SINVASTATINA MG CPR REVEST 20mg x 30,ATENOLOL MG CPR 25mg x 30,0.0413104044576808,4.537269653347479,0.0008310367086307
275,ATENOLOL MG CPR 25mg x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.0912757376353215,4.537269653347479,0.0008310367086307
131,ATENOLOL MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.189873417721519,4.498417721518988,0.000666762010413
631,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,ATENOLOL MG CPR 25mg x 30,0.0157967032967032,4.498417721518988,0.000666762010413
134,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.187363238512035,4.438947392414296,0.0013238608032839
511,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0313644688644688,4.438947392414296,0.0013238608032839
206,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.128021978021978,4.429414911400869,0.0054036712496086
135,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1869608826479438,4.429414911400869,0.0054036712496086
409,SINVASTATINA MG CPR REVEST 20mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.0518781823422038,4.423717926268487,0.0010436274945596
280,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.088991430454845,4.423717926268486,0.0010436274945596
419,HIDROCLOROTIAZI.MG CPR 25mg x 30,GLIBENCLAMIDA MG CPR 5.00MG x 30,0.0489871681058833,4.422829252199402,0.0011731146096253
238,GLIBENCLAMIDA MG CPR 5.00MG x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1059151980457162,4.422829252199402,0.0011731146096253
612,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,CLOR.METFORMINA MG CPR LIB PROL 500MG x 30,0.0181734817223125,4.412685102604076,0.0008426325696814
113,CLOR.METFORMINA MG CPR LIB PROL 500MG x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2045987799155326,4.412685102604075,0.0008426325696814
78,"ARADOIS CPR REVEST 50mg x 30, HIDROCLOROTIAZI.MG CPR 25mg x 30",7891721201806,0.2603448275862069,4.3869209873520925,0.00058365833955
115,ATENOLOL MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.202504776056039,4.3675226649815375,0.0018437419070553
472,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,ATENOLOL MG CPR 25mg x 30,0.0397649118419407,4.3675226649815375,0.0018437419070553
362,HIDROCLOROTIAZI.MG CPR 25mg x 30,CLOR.METFORMINA MG CPR REVEST 850MG x 30,0.0627068033249939,4.332505063057594,0.0015016640060607
245,CLOR.METFORMINA MG CPR REVEST 850MG x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.103752169849112,4.332505063057593,0.0015016640060607
730,TAXA DE ENTREGA,406,0.0077017439581146,4.331611488338514,0.0011769798966422
27,406,TAXA DE ENTREGA,0.6619565217391304,4.331611488338514,0.0011769798966422
376,CLOR.METFORMINA MG CPR REVEST 850MG x 30,ATENOLOL MG CPR 25mg x 30,0.0591534250233676,4.2605122628258645,0.0008561610742405
365,ATENOLOL MG CPR 25mg x 30,CLOR.METFORMINA MG CPR REVEST 850MG x 30,0.0616648106904231,4.260512262825864,0.0008561610742405
83,"SINVASTATINA MG CPR REVEST 20mg x 30, LOSARTAN POTAS.MG CPR REVEST 50mg x 30",7891721201806,0.251985559566787,4.246063768665266,0.0006744925844468
379,HIDROCLOROTIAZI.MG CPR 25mg x 30,ATENOLOL MG CPR 25mg x 30,0.0585757271815446,4.218903704431781,0.0016929957133966
210,ATENOLOL MG CPR 25mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1219376391982182,4.2189037044317805,0.0016929957133966
319,EPOCLER NF AMP.OR ABACA 10ML x 60,SAL FRUTA ENO TRAD 2ENV - GSK (FR30),0.075541875080159,4.216995388415834,0.0011383270264733
361,SAL FRUTA ENO TRAD 2ENV - GSK (FR30),EPOCLER NF AMP.OR ABACA 10ML x 60,0.0635451505016722,4.216995388415834,0.0011383270264733
214,CLOR.METFORMINA MG CPR REVEST 850MG x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.119909200160235,4.148722019532582,0.0017355138705824
371,HIDROCLOROTIAZI.MG CPR 25mg x 30,CLOR.METFORMINA MG CPR REVEST 850MG x 30,0.0600468070879304,4.148722019532581,0.0017355138705824
128,ATENOLOL MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1915367483296214,4.130969677845971,0.0026593174676185
386,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,ATENOLOL MG CPR 25mg x 30,0.0573548413988579,4.13096967784597,0.0026593174676185
364,SAL FRUTA ENO LARANJA 2ENV - GSK (FR30),EPOCLER NF AMP.OR ABACA 10ML x 60,0.0622201636560135,4.129066358840129,0.0007788553339028
410,EPOCLER NF AMP.OR ABACA 10ML x 60,SAL FRUTA ENO LARANJA 2ENV - GSK (FR30),0.0516865461074772,4.129066358840129,0.0007788553339028
303,HIDROCLOROTIAZI.MG CPR 25mg x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.0828117477130476,4.116529097143952,0.0006648293669046
500,SINVASTATINA MG CPR REVEST 20mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0330483235661446,4.116529097143952,0.0006648293669046
130,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1906455142231947,4.111747982262131,0.0013470525253852
528,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0290525613771831,4.11174798226213,0.0013470525253852
215,GLIBENCLAMIDA MG CPR 5.00MG x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1176060024428546,4.069033996656404,0.001302601724691
445,HIDROCLOROTIAZI.MG CPR 25mg x 30,GLIBENCLAMIDA MG CPR 5.00MG x 30,0.0450685389501838,4.069033996656404,0.001302601724691
517,HIDROCLOROTIAZI.MG CPR 25mg x 30,MALEA.ENALAPRIL MG CPR 10mg x 30,0.0309095311112904,4.033643138660927,0.0007402024637339
262,MALEA.ENALAPRIL MG CPR 10mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0965952080706179,4.033643138660926,0.0007402024637339
450,7891721201806,GLIBENCLAMIDA MG CPR 5.00MG x 30,0.0443872732601686,4.007525607034731,0.0026341931020087
85,GLIBENCLAMIDA MG CPR 5.00MG x 30,7891721201806,0.2378293491537253,4.007525607034731,0.0026341931020087
561,HIDROCLOROTIAZI.MG CPR 25mg x 30,SINVASTATINA MG CPR REVEST 40mg x 30,0.0243725284480671,3.8910767987564303,0.00058365833955
270,SINVASTATINA MG CPR REVEST 40mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0931811169392163,3.8910767987564303,0.00058365833955
313,"HIDROCLOROTIAZI.MG CPR 25mg x 30, LOSARTAN POTAS.MG CPR REVEST 50mg x 30",SINVASTATINA MG CPR REVEST 20mg x 30,0.077449947312961,3.849996775709114,0.0005681971914824
224,SINVASTATINA MG CPR REVEST 40mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1107682813946312,3.832456621123269,0.0006938190195312
566,HIDROCLOROTIAZI.MG CPR 25mg x 30,SINVASTATINA MG CPR REVEST 40mg x 30,0.0240053493814777,3.832456621123269,0.0006938190195312
150,"SINVASTATINA MG CPR REVEST 20mg x 30, 7891721201806",LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1767088607594936,3.811169146235745,0.0006744925844468
228,ARADOIS CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1092793217145548,3.7809403087579594,0.0022418664697947
312,HIDROCLOROTIAZI.MG CPR 25mg x 30,ARADOIS CPR REVEST 50mg x 30,0.0775660314276161,3.780940308757959,0.0022418664697947
406,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,ATENOLOL MG CPR 25mg x 30,0.0524725274725274,3.779322104677061,0.0022148094606765
163,ATENOLOL MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1595211581291759,3.77932210467706,0.0022148094606765
108,7896641810695,7891058002916,0.2093023255813953,3.746185102088591,0.0008349019956476
635,7891058002916,7896641810695,0.0149434432183749,3.746185102088591,0.0008349019956476
678,7891721201806,MALEA.ENALAPRIL MG CPR 10mg x 30,0.0110072621877747,3.703149313895677,0.0006532335058539
97,MALEA.ENALAPRIL MG CPR 10mg x 30,7891721201806,0.2197659297789336,3.703149313895677,0.0006532335058539
464,SINVASTATINA MG CPR REVEST 20mg x 30,GLIBENCLAMIDA MG CPR 5.00MG x 30,0.0408300509174752,3.6863601336635066,0.0008213734910885
324,GLIBENCLAMIDA MG CPR 5.00MG x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.0741580875937881,3.686360133663506,0.0008213734910885
549,SINVASTATINA MG CPR REVEST 20mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0257469497550196,3.6439117133317342,0.0005179484602629
328,HIDROCLOROTIAZI.MG CPR 25mg x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.0733041575492341,3.6439117133317342,0.0005179484602629
787,TAXA DE ENTREGA,DORFLEX CPR x 240,0.0037054367483211,3.6312297631379367,0.000566264547974
31,DORFLEX CPR x 240,TAXA DE ENTREGA,0.5549242424242424,3.6312297631379367,0.000566264547974
660,7891721201806,ATENOLOL MG CPR 25mg x 30,0.0126681212752792,3.607493296082907,0.0007517983247846
102,ATENOLOL MG CPR 25mg x 30,7891721201806,0.2140891579526692,3.607493296082907,0.0007517983247846
289,ATENOLOL MG CPR 25mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0861812778603269,3.598776037297837,0.0007846532644281
503,HIDROCLOROTIAZI.MG CPR 25mg x 30,ATENOLOL MG CPR 25mg x 30,0.0327657170526995,3.598776037297837,0.0007846532644281
104,SINVASTATINA MG CPR REVEST 40mg x 30,7891721201806,0.212897253933971,3.587409206827071,0.0013335240208261
578,7891721201806,SINVASTATINA MG CPR REVEST 40mg x 30,0.0224704464780017,3.587409206827071,0.0013335240208261
298,SINVASTATINA MG CPR REVEST 20mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0849265059083485,3.546379004610859,0.0017084568614642
337,HIDROCLOROTIAZI.MG CPR 25mg x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.0713421031393753,3.5463790046108583,0.0017084568614642
112,ABLOK CPR 3X10 25mg x 30,7891721201806,0.2073791348600508,3.4944265553162697,0.0006300417837526
683,7891721201806,ABLOK CPR 3X10 25mg x 30,0.0106164718142443,3.4944265553162697,0.0006300417837526
479,ATENOLOL MG CPR 25mg x 30,GLIBENCLAMIDA MG CPR 5.00MG x 30,0.0386971046770601,3.49378609049599,0.0005372748953473
423,GLIBENCLAMIDA MG CPR 5.00MG x 30,ATENOLOL MG CPR 25mg x 30,0.0485081137672308,3.493786090495989,0.0005372748953473
253,SINVASTATINA MG CPR REVEST 20mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1004899606110097,3.476838405824962,0.0020215451098321
341,HIDROCLOROTIAZI.MG CPR 25mg x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.0699431628217987,3.476838405824961,0.0020215451098321
641,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,CLOR.METFORMINA MG CPR LIB PROL 500MG x 30,0.0142857142857142,3.468700140778977,0.0006029847746344
180,CLOR.METFORMINA MG CPR LIB PROL 500MG x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1464101360863444,3.4687001407789766,0.0006029847746344
687,7891058002916,7891058021740,0.0103427998201252,3.4305343203385337,0.0005778604090246
127,7891058021740,7891058002916,0.1916666666666666,3.4305343203385337,0.0005778604090246
681,7891721201806,CORUS CPR REVEST 50mg x 30,0.0108444328654704,3.406916526927076,0.0006435702883117
116,CORUS CPR REVEST 50mg x 30,7891721201806,0.2021857923497267,3.406916526927076,0.0006435702883117
437,SINVASTATINA MG CPR REVEST 20mg x 30,ATENOLOL MG CPR 25mg x 30,0.0472667883562301,3.404379904233124,0.0009508606061543
347,ATENOLOL MG CPR 25mg x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.0684855233853006,3.4043799042331235,0.0009508606061543
166,CLOR.METFORMINA MG CPR REVEST 850MG x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1578314861797302,3.404031285400072,0.0022843846269804
418,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,CLOR.METFORMINA MG CPR REVEST 850MG x 30,0.0492684756783793,3.4040312854000714,0.0022843846269804
515,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,ATENOLOL MG CPR 25mg x 30,0.0309523809523809,3.3996108398783,0.0013064670117079
184,ATENOLOL MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1434939503290171,3.399610839878299,0.0013064670117079
188,GLIBENCLAMIDA MG CPR 5.00MG x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1413365904728668,3.3484993892863377,0.0015654412418394
485,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,GLIBENCLAMIDA MG CPR 5.00MG x 30,0.037087912087912,3.3484993892863377,0.0015654412418394
189,CLOR.METFORMINA MG CPR REVEST 850MG x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1411403391641073,3.3438498686963105,0.002042804188425
424,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,CLOR.METFORMINA MG CPR REVEST 850MG x 30,0.0483974358974359,3.34384986869631,0.002042804188425
129,"HIDROCLOROTIAZI.MG CPR 25mg x 30, LOSARTAN POTAS.MG CPR REVEST 50mg x 30",7891721201806,0.191333088505325,3.224043854917651,0.0010069072678991
132,SINVASTATINA MG CPR REVEST 20mg x 30,7891721201806,0.1897396483812085,3.1971937116388847,0.0038169709291763
357,7891721201806,SINVASTATINA MG CPR REVEST 20mg x 30,0.0643175823102224,3.197193711638884,0.0038169709291763
355,7891721201806,ARADOIS CPR REVEST 50mg x 30,0.0644478457680659,3.1414970366827397,0.0038247015032101
136,ARADOIS CPR REVEST 50mg x 30,7891721201806,0.1864342910975035,3.141497036682739,0.0038247015032101
204,SINVASTATINA MG CPR REVEST 40mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1295896328293736,3.0701943844492443,0.0008117102735463
600,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,SINVASTATINA MG CPR REVEST 40mg x 30,0.0192307692307692,3.0701943844492443,0.0008117102735463
149,"HIDROCLOROTIAZI.MG CPR 25mg x 30, LOSARTAN POTAS.MG CPR REVEST 50mg x 30",7891721201806,0.1773962804005722,2.989202715424708,0.000958591180188
196,SINVASTATINA MG CPR REVEST 40mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1363776612156741,2.9413258193564853,0.0008542284307321
608,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,SINVASTATINA MG CPR REVEST 40mg x 30,0.0184235755074819,2.9413258193564844,0.0008542284307321
506,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,GLIBENCLAMIDA MG CPR 5.00MG x 30,0.0324288274769705,2.9278517686440333,0.0015035966495692
199,GLIBENCLAMIDA MG CPR 5.00MG x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1357529227010993,2.9278517686440333,0.0015035966495692
372,HIDROCLOROTIAZI.MG CPR 25mg x 30,ARADOIS CPR REVEST 50mg x 30,0.0595593575982568,2.903208682490402,0.0014262909092314
343,ARADOIS CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0695242581252943,2.903208682490402,0.0014262909092314
599,NEO PREMIUM L SOR FI TOP 0.90% 500ML x 1,CLENIL A FLACONETES 0.40MG 2ML x 10 /ML,0.0194619777577397,2.8706195277298248,0.0005005546686869
325,CLENIL A FLACONETES 0.40MG 2ML x 10 /ML,NEO PREMIUM L SOR FI TOP 0.90% 500ML x 1,0.0738312428734321,2.8706195277298248,0.0005005546686869
202,SINVASTATINA MG CPR REVEST 20mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1330579306369488,2.8697275152246204,0.0026767112591945
382,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.057729982076612,2.86972751522462,0.0026767112591945
518,SAL FRUTA ENO TRAD 2ENV - GSK (FR30),ENGOV CPR ENV 25X6 x 150,0.0308555399719495,2.8393132892630173,0.0005527360434149
411,ENGOV CPR ENV 25X6 x 150,SAL FRUTA ENO TRAD 2ENV - GSK (FR30),0.0508625288991641,2.8393132892630173,0.0005527360434149
157,"HIDROCLOROTIAZI.MG CPR 25mg x 30, LOSARTAN POTAS.MG CPR REVEST 50mg x 30",7891721201806,0.1662276080084299,2.8010058391041084,0.0012194980538279
757,TAXA DE ENTREGA,0000023404243,0.0048436255106041,2.772364793639215,0.0007402024637339
38,0000023404243,TAXA DE ENTREGA,0.4236725663716814,2.772364793639215,0.0007402024637339
159,"HIDROCLOROTIAZI.MG CPR 25mg x 30, LOSARTAN POTAS.MG CPR REVEST 50mg x 30",7891721201806,0.1645264847512038,2.7723411892687797,0.0007923838384619
162,MALEA.ENALAPRIL MG CPR 10mg x 30,7891721201806,0.1619167717528373,2.7283664161586483,0.0012407571324208
590,7891721201806,MALEA.ENALAPRIL MG CPR 10mg x 30,0.0209072849838798,2.728366416158648,0.0012407571324208
402,SINVASTATINA MG CPR REVEST 20mg x 30,ARADOIS CPR REVEST 50mg x 30,0.0534153136708617,2.603718520156318,0.0010745497906947
407,ARADOIS CPR REVEST 50mg x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.052378709373528,2.6037185201563173,0.0010745497906947
171,HIDROCLOROTIAZI.MG CPR 25mg x 30,7891721201806,0.1529254429956536,2.576858705424466,0.0044199557038107
320,7891721201806,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0744781320220145,2.5768587054244656,0.0044199557038107
413,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.050091575091575,2.4900262593268643,0.0021143119982374
240,SINVASTATINA MG CPR REVEST 20mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1051013545969833,2.4900262593268643,0.0021143119982374
217,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1150698122291767,2.4817686908629897,0.000923803597036
